instagram_account,post_id,post_caption
rivaldosantosa,post_377,"Selamat untuk 3 orang pemenang yang berhasil menebak guest star pada Community Meet Up Game Changer GeForce RTX 50 Series powered by Blackwell and AI yang akan berlangsung pada 5 Juli 2025 : 1. @juliansyah_ruzain 2. @ockynih 3. @n.uzul Untuk pengambilan hadiah, pemenang wajib datang secara langsung pada tanggal 5 Juli 2025 di EnterKomputer Store, Mangga Dua Mall. see you guysss . Toko EnterKomputer Mangga Dua Mall buka setiap hari pukul 10.00 - 18.00 WIB Toko EnterKomputer Gading Serpong buka setiap hari pukul 11.00 - 20.00 WIB Pesan Online melalui : E-mail: sales@enterkomputer.com WhatsApp: www.enterkomputer.com/whatsapp Belania Via Website Web: https://www.enterkomputer.com/ Tokopedia : www.tokopedia.com/enterkomputer Shopee: www.shopee.co.id/enterkom Blibli: www.blibli.com/enterkomputer #enterkomputer #enterinfo #buildpc #tech #gaming #pcgaming #rakitpc #rakitpcgaming #buildpc #pcmods #pcrakitan #rakitpcmurah #pcmod #rakitpctanparibet #ekgaming #ROGxNVIDIA"
rivaldosantosa,post_378,Buat yang mau nonton podcast fullnya bisa langsung cek youtube TLM gess. #GamingPodcast #thelazymonday #kevinaggara
rivaldosantosa,post_379,"Udah gak perlu bingung lagi kalo kalian lagi cari laptop, karena sekarang kalian tinggal langsung aja datengin ROG Exclusive Store yang ada di daerah Pantai Indah Kapuk. Buat kalian yang yang butuh laptop gaming gue ada rekomendasi buat kalian, ASUS TUF Gaming A14 FA401UU. Laptop nya ringan tapi kuat (ini serius), karena selain kuat buat dipake gaming, juga tahan banting karena udah military grade durability juga. Udah dilengkapi juga dengan prosesor AMD Ryzen™ 7 8845HS dan NVIDIA® GeForce RTX™ 4050 jadi ya proper buat main game triple A. Ada promo cashback juga untuk pembelian sampai akhir Juni 2025, jadi jangan sampai ketinggalan cuyyy. @asusid #ASUSID #PilihTUF #TUFGamingA14"
rivaldosantosa,post_380,"Ini bukan keluhan, ini cuma komedi kok. RESPECT"
anastasiayasmeen,post_381,life's been so good lately 🍀
anastasiayasmeen,post_382,jogja always has a special place in my heart 🫶🏻
anastasiayasmeen,post_383,woy
anastasiayasmeen,post_384,"thank you @togeproductions for inviting me to your playtest 🙂‍↕️ had so much fun playing the game, meeting these amazing people, and spending time in your cozy office. can't wait for the game to release! will definitely play it on my streams and support you guys 🫶🏻 (maaf hampir pingsan di kantor anda ya maklum darah rendah suka kleyengan mendadak hhe terima kasih banyak @syahlatameera_ and team for taking care of me 😄🤚🏻)"
anastasiayasmeen,post_385,jangan apa?
lisaayukw,post_386,"Eid Mubarak semua✨ Semoga kita semua menjadi orang-orang yang lebih baik dari sebelumnya, dan dijauhkan dari segala bentuk kesyirikan🤲🏻 Anyeong akhirnya collab!!! iya ngga @shohibulfikri"
lisaayukw,post_387,SELAMAT HARI RAYA IDUL FITRI 1446 H • • • MINAL AIDZIN WAL FAIDZIN MOHON MAAF LAHIR DAN BATIN🙏🏻 • • • Semoga Sekeluarga mendapatkan kebahagiaan dan berkah di Idul Fitri . • • Taqobalallohu minna waminkum 🙏🏻😇 • • LISA & KELUARGA 🙏🏻🩷 • • 📸 : @oxxaphotography Makeup : @echaramadiyah
lisaayukw,post_388,"• Alhamdulillah BAMTC 🥇 • Always proud to have you , Because you are cool ☺️"
rendytoys,post_389,mainan muraaaaaaaah tapi keren pol @toyspedia @emcotoys #mainanseru #mainanviral #pockettitans #mainanrobotmini #minifigurekeren #robotaction #rakitanrobot #connectcollectcombine #emcotoys #toyspedia #rakitanrobot #battlearmor #reels #reelsinstagram #robot #mainananak
rendytoys,post_390,"Gasing modern yg bikin ketagihan, Gyrotron dari @emcotoys @toyspedia #gyrotron #emcotoys #toyspedia #battlegyrotron #mainananak #mainanviral #fatherandson #reelsinstagram #reels #reviewmainan #toysreview #unboxingmainan #unboxingtoys #adayinmylife #emco #toys #toysunboxing"
rendytoys,post_391,Mainan Dino bisa jadi Bulldozer atau racing Car cuma ada di @toyskingdom #gogodino #toyskingdom #creatingsmiles #review #reviewmainan #rex #ping #tomo #viki #dinosaur #dino #stopmotion #stopmotionanimation #mainananak #mainanviral #reelsvideo #reels #reelsinstagram #fatherandson #kids #toys
rendytoys,post_392,Dolan tipis2... tipisss banget 🫣🤣 . . Yg penting happy ya nak 😘
nuhevita,post_393,Another sesh of get ready with me Glasses: @sunset.eyewear Shirt: @ralphlauren Jeans: @slow.and
nuhevita,post_394,"Help me choose! Get ready with me (to a meeting) and help this girl out, so sunglasses or glasses? Both from @sunset.eyewear which you should check out asap! Lemme tell you they have great collections with super affordable price, I swear you, you'll be shock! Plus the best part is lensa yang aku pakai itu Blue Control, ini penting karena aku mostly kerja depan computer or my gadget kan. Oh mine is Sunglasses SGPCCP6201 Optical TRCP28007 Lalu! Yes aku punya promo code untuk kalian! Pakai code EVITA15 untuk diskon 15% via Website & WhatsApp (tanpa batas penggunaan, min. belanja 70K). #SunsetEyewear #GoodGlassesforEveryone"
nuhevita,post_395,Apa iya? IB: @didi_w88
nuhevita,post_396,Why wasn't I? Wearing @dumaofficial Song: Beth McCarthy - She Gets the Flowers
nuhevita,post_397,Serving dimples and breaking hearts ♥️ guess I'm playing mixed doubles now
dinar.amanda,post_398,"Wandering through 155 years of Penhaligon's where every scent tells a story, and each bottle comes with a British charm ✨ The @penhaligons fragrances are truly one of a kind — a perfect blend of luxury and quirky charm, full of character in every spray. Even the bottles are collectible-worthy! Every bottle looks like a collectible piece of art too, I want them all 😩🫶 But here is my (current) top picks : Heartless Helen, Kiss of Bliss, Dandy, Terrible Teddy… and the list keep growing 🙃 still exploring and sniffing my way through the rest lol 📸 : @arrofimoez"
dinar.amanda,post_399,"Finally managed to get a table at this viral steakhouse! The cozy ambiance, reasonable prices, and—most importantly—unlimited fries make this place worth the visit. We, of course, had to try the PICCA's signature Picanha steak. It's tender, juicy, and full of flavor. We also went for their seasonal specials: Pasta ai Gamberi and Grilled Seabass, which were both surprisingly good! But honestly? Radit and I agree, the real star of the night was the homemade fries. So addictive, we couldn't stop asking for refills LOL 🤣🍟 Definitely coming back. Solid pick for an easy, casual satisfying dinner. 📍PICCA Steakroom @picca.steakroom"
dinar.amanda,post_400,Kak @dinar.amanda for @buttonscarves 🤍 . #makeupbydaniella #makeupartistindonesia #makeup #makeupartistjakarta #MUAjakarta #graduationmakeup #weddingmakeup #riaspengantin #fashionmakeup #MUAindo #MUAtangerang #makeupcourse #kursusmakeup #kursusmakeupjakarta #makeupakad #makeupnikah #makeupresepsi #kursusmakeup #kursusmakeupjakarta
adindarizkyana_,post_401,"BTS moments. the sun showed no mercy ☀️💥, + surprise visit from Maxy and dad = one for the books! 🎥🤍 📸 : @melpintju"
adindarizkyana_,post_402,"\Where the box becomes the runway\"" Produced by @publiq.project Photograph by @harionohalim Make up by @ranggibeautyartisan Stylist & wardrobe by @carolinemeliala Wearing @amotsyamsurimuda Hair by @byfarhanabil Venue @publiqstudio Jacket by @katespadeny @kanmogroup.fashion Cc by @robby.tarakamgmt"""
adindarizkyana_,post_403,G' Mornin - A quiet routine that keeps my skin balanced with Caudalie Vinopure. #SkincareRoutine #Vinopure #MinimalSkincare #Caudalie
adindarizkyana_,post_404,"Broken white, denim, and a pop of red 🍒 Can't wait for you to wear this top too — launching soon @arcollectionn_"
adindarizkyana_,post_405,Court time = Love time. Just a typical family hangout🎾
_dindayasmin,post_406,"on creativity & imperfections — this particular episode of @fashionneurosis_bellafreud with @jw_anderson was utterly calming for me :-) peeling so many layers about art, creative process, Challengers (!!!), and life itself, with its peculiar imperfections. and the classic psychological therapy concept? sooo comfortable to watch"
_dindayasmin,post_407,"Swam and dived into one's soul through the space he created for him to be a home. And in this very exact moment, words and depiction don't really matter anymore. No. 11 is no longer only be my phone's homescreen. Geoffrey Bawa No. 11, Colombo, Sri Lanka September 2024"
_dindayasmin,post_408,"My first ever @jfwofficial walk for @gelap.ruangjiwa. Couldn't thank @_______runa enough for choosing me as the muse of the show, so glad to be a part of your creative mind and soul. I will forever be smiling inside whenever I'm thinking about this moment. 🖤"
_dindayasmin,post_409,the warm summer calls for les beiges golden hour all products available to shop through @chanel.beauty boutiques and e-shop @time.international
_dindayasmin,post_410,"how's your weekend rest going to be? mine, it's going to be a new routine with @dewisrispa_mt #DewiSriSpa #MarthaTilaar #naturalskincare #bodycare #bodyscrub"
mandycj_,post_411,2024 was 💩 but learning to count my blessings! 🫶🏻
mandycj_,post_412,i promise this is my last post about this painting!!! 😂 detail shot of madonna-whore 🩵 check the last slide for sketch! ✨
mandycj_,post_413,"A full view of Adam & Eve 🍏🐍 - Fun fact: According to some Jewish beliefs (also in Biblical Hebrew) the snake that encouraged Eve to eat the apple was Lilith, Adam's first wife. 🐍🍎🤯 Some people believe that Lilith was the woman implied in Genesis 1:27 and was made from the same clay as Adam. Because she was made from the same clay, she refused to be submitted to her husband, Adam, and left the perfection of the Garden of Eden. Three angels tried in vain to force her return but she did not want to, thus making her the first woman to deny the orders of God and Man. She wanted to be equal to Adam. 👀 Awhile later, God made Eve out of Adam's rib. Of course, traditional catholicsm denied this story... what do you think of Lilith? 🤔⛪️👇"
mandycj_,post_414,we on a diff tax bracket 😩
mandycj_,post_415,@littledoodlefest dumps!!! 💚
heyitsriellaa,post_416,technology advancement is one of the things that still shocks me till this day!😱 #LAROCHEPOSAYID #SKINLIFECHANGE #LRPSKINSTORY #LRPSUPPERSUMS
heyitsriellaa,post_417,who do you think wins the serum spray battle?👀
heyitsriellaa,post_418,Makeup has never been better since this skin set up I've done for a while now! Do y'all do skin prep before applying makeup?👀 #LAROCHEPOSAYID #SKINLIFECHANGER #MELAB3 #ANTIFLEKHITAM #BYEBYEFLEKHITAM
heyitsriellaa,post_419,People be really trusting of anyone these days… but anyway! what is your love language though?👀 #LoveLanguage #Whats_Your_LoveLanguage #TOMORROW_X_TOGETHER #TXT
heyitsriellaa,post_420,Me 🤝 Cicaplast Baume B5+ #larocheposayid #skinlifechanger #supermoisturizer #cicacovered #cicacoveritall
marshaz,post_421,"'mana hatimu' out this friday, january 26th🌙"
marshaz,post_422,don't worry darling✨ photographer @bejanawaktu art @pascalmarciano makeup & hair @nathasaagnes @urfidonaly @hairteler stylist @inndahwulansari @feliciayafaa studio @8hillstudio
marshaz,post_423,who is she? photographer : @bejanawaktu mua & hairdo : @nathasaagnes @hairteler @urfidonaly stylist : @inndahwulansari @feliciayafaa art : @pascalmarciano
marshaz,post_424,us again🥂✨💋
marshaz,post_425,"last one from the half marathon last sunday, i swear. GOD, i used to hate running (not that I love it now). just 7 months ago, i couldn't even manage 5km without stopping or walking. but here i am, running 21km++ non-stop — my longest one everrrr, and surprisingly super enjoyable. another side quest checked off the list — on to the next one!"
granzetta,post_426,"Setelah di restui, lalu di antar sekeluarga untuk akad nikah... — Nails by @jewelbeautyofficial Customized engagement ring by @karvijewelry Frame mahar by @seserahan_byegumanti Organized by @marteeweddingplanner — #willbeGreethwithAdit"
granzetta,post_427,"What a journey!! Seruu sekali dari program Shinjin Ken, jadi MC acara halal bihalal, MC gathering, foto annual report, foto calendar kantor, EO segala event sebelum merger.. dan kerja beneran nya yaaa ✨😋 Di DM banyak yg tanya kenapa dan apa konsiderasi nya... nanti aku share lagi ya!"
granzetta,post_428,"Came for the fun, stayed for the lessons 🎾💡💪 6th place finish but grew my patience, mindset, and maybe my volley too? 😜🧠🔥 Vibes were 10/10!"
granzetta,post_429,"First tournament, second place! 🥈 Had the best time (and partner!) with @nonawilly16 — every rally, every laugh, every moment was a win 💛 #BeyondTheMatchVol1"
granzetta,post_430,aku seperti kiwi tapi twinning w birthday gurl 🫶🏻
natashabigeyl,post_431,"tolong jemput aku aja pls @iben_ma🙏🏼 hehe kebiasaan bengong kalo jalan, alhasil nyasar di kota sendiri. untung nyasarnya berfaedah dikit kali ini HAHAH #NoWashNoWasWas #sunsilkid @sunsilkid"
natashabigeyl,post_432,"pasar baru recap: my head scarf is a lil bit off??, RIP to my fav film camera💔 but a bowl of bakmi saved the day"
natashabigeyl,post_433,my precious little baby jenglot🥰❤️💫
natashabigeyl,post_434,may dumPPPPPP
natashabigeyl,post_435,check check CHECK IT OUTTTTT
safiraprameswari,post_436,"A little something I never leave home without — my forever floral pick. Jo Malone's Frangipani Flower, a limited-edition scent inspired by the quiet beauty of Bali: sun-drenched petals, warm breeze, and the kind of effortless elegance only the island knows 🌼🌊 #JoMaloneLondonID #BrilliantBlossoms"
safiraprameswari,post_437,Exploring Jakarta without itinerary? No need to worry! Kalian bisa coba ikutin itinerary dari @wardahbeauty 🌱👀🌞 . #WardahSunscreenOfTheYear #WardahSOTYReview
safiraprameswari,post_438,"So little, yet so full of kindness 🤍"
safiraprameswari,post_439,Finally found the right way to moisturize my skin before makeup!
safiraprameswari,post_440,🐿️🍄🥥💌🤎
joerdy.s,post_441,Welcome to Indonesia Tim Cook !
joerdy.s,post_442,Cara bikin watermark Shot On iPhone ‼️ #iphonetrick
joerdy.s,post_443,ini sih kelebihan kalau kita pake dualsim ! apa apa jadi mudah karna kalau sim 1 ngelag bisa langsung pindah ke sim 2 gw sendiri pake eSIM dari smartfren #smartfren #smartfreneSIM #SayaPakeDua #LebihHemat #100PersenUntukIndonesia @smartfrenworld
joerdy.s,post_444,Tempered glass biar hasil selfie ga butek ‼️#temperedglass
joerdy.s,post_445,Jgn fomo download ios 26 developer beta ‼️ #ios26
andirazh,post_446,"still about the outstanding #MuglerParty in Singapore! A celebration of all things #Mugler, had an immersive olfactive experience with #muglerangel and #mugleralien displayed at the venue. @muglerofficial 🛸"
andirazh,post_447,behind the 🎥 with these amazing and talented women! 🤍 @makeoverid #HianTjenXMakeOverAFW #StayGorgeousAllWays #ArabFashionWeek
andirazh,post_448,"Effortless style, incredible fit, and craftsmanship that speaks for itself, Levi's®️ Blue Tab at its best 💙 @Levis @Levis_SEA #FollowTheBlueTab #ブルータブのある世界へ"
andirazh,post_449,never a single dull moment with you x
andirazh,post_450,"tinted, juicy, and super hydrating! the new @skintificid Peptide Brightening Lip Serum is chef's kiss 💋 my favorite is in the shade Pink Berry"
bellmirs,post_451,"Izin ibu ketua dan mba mba sayang terimakasih untuk kebersamaannya🤗 Senangnya bisa sharing bikin keterampilan Chunky bag sama ibu ibu anggota kesayangan yang kreatif, ceria dan chentylita🫶🏼 Selain bikin tas, kita jg sharing cara memilih packaging untuk product dan photo product sederhana sebagai bekal mereka bikin usaha. Gak sulit kok! cukup butuh chunky yarn, waktu (15-20menitan) dan Niat pastinya. Itu udh jadi product yang paling sederhana Hahaha What's next?"
bellmirs,post_452,"Terimakasih masbojo, sudah membawaku ke duniamu yang cukup menantang, tapi seru juga! Bisa punya keluarga baru diperantauan, bisa berpetualang entah kemana takdir membawa kita, dan hidupku sangat warna warni dengan kisah yang berbeda setiap harinya. Walau tidak selalu cerah, tapi selalu ada yang membuat warnanya indah. Hidup damai dengan apa yang kita punya, belajar selalu bersyukur karena banyak belum tentu cukup, sedikit belum tentu kurang. Semoga langkah kita selalu dalam ridhoNya. Membawa kebahagiaan dan bermanfaat untuk banyak orang. Karena dimana kaki berpijak, disitu pula cerita dikenang❤️ Another me, Ny. Anggika."
bellmirs,post_453,Hai! Styling paling gampang andalan aku🫶🏻 #bellmirsoutfithacks Vol.1
berllian_5,post_454,"Tepat di hari Tasyakuran kk bayi terdapat hari bahagia kami juga dimana usia pernikahan kami menginjak 3th. Ya mungkin sebagian org akan bilang “yak baru seumur jagung” gpp kok hehe tapi kami tetap bersyukur, bisa tetap romantis dan bahagia, kami tidak akan pernah malu mengungkapkan rasa sayang kami depan org banyak karena kami sama2 bersyukur saling memiliki satu sama lain, bisa sama2 berjuang baik senang maupun susah sekalipun terkadang namanya perjalanan selalu ada kerikil INSYAALLAH kami tetap saling menjaga dan percaya. Terima Kasih pph @deemzputra1130 yg selalu memberikan perhatian luar biasa dan memberikan kasih sayang berlimpah sehingga ALLAH memberikan kita pelengkap yg INSYAALLAH sebentar lg akan Launching. I LOVE YOU MORE THAN YOU KNOW PAPAH 😘. Dan banyak2 terima kasih buat semua vendor yg sudah membuat rangkaian acara tasyakuran kk bayi menjadi sangat berkesan dan indah sekali, dari hasil make up yg semua org pada nanya make upnya apa bagus bgt 🤭😬 trus backdropnya lucu banget, trus WO yg luar biasa mau direpotin dan sangat profesional, trus lagi rangkaian adat yg sakral dan menjadi momen yg ga bisa dilupain 😘🥰😍 • All package: @ovii_makeup Makeup: @ovii_makeup WO: @erka_event.project Fg: @kanagrafi Dekorasi: @bantumanten.project Upacara adat: @edisusantomc #soulnusantara"
